,date,text
324,2022-11-10,"Morepen Labs reports #Q2 earnings 

▶️ Net #Profit down 57.7% at ₹15.8 cr vs ₹37.4 cr (YoY)

▶️ #Revenue up 1.9% at ₹403 cr vs ₹395.3 cr (YoY)

▶️ #EBITDA down 43.1% at ₹29 cr vs ₹51 cr (YoY)

▶️ #Margin at 7.2% vs 12.9% (YoY)"
325,2022-11-10,"Neuland Labs reports Q2 earnings.

⭕️Net profit up 88.8% at Rs 38.4 cr Vs Rs 20.4 cr (YoY)    

⭕️Revenue up 13.9% at Rs 293.7 cr Vs Rs 257.8 cr (YoY)    

⭕️EBITDA up 61.8% at Rs 69.3 cr Vs Rs 42.8 cr (YoY)    

⭕️Margin at 23.6% Vs 16.6% (YoY)"
326,2022-11-10,"ITC in focus

Govt has no plan to sell SUTTI stake in ITC as of now"
327,2022-11-10,"Deepak Fertilisers reports #Q2 earnings 

▶️ Net #profit at ₹272 cr vs ₹91 cr (YoY)

▶️ #Revenue up 51.7% at ₹2,719.3 cr vs ₹1,793 cr (YoY)

▶️ #EBITDA at ₹495 cr vs ₹212 cr (YoY)

▶️ #Margin at 18.2% vs 11.8% (YoY)"
328,2022-11-10,"No plan to #sell #SUUTI stake in #ITC as of now, #govt sources tell 

⭕️Alert: Govt holds 7.87% in ITC 

⭕️Alert: SUUTI last sold 2% stake in ITC in Feb 2017"
329,2022-11-10,"Century Ply reports Q2 earnings.

⭕️Net profit down 5% at Rs 94.1 cr Vs Rs 99 cr (YoY)

⭕️Revenue up 11.7% at Rs 908.6 cr Vs Rs 813.6 cr (YoY)

⭕️EBITDA down 23% at Rs 123 cr Vs Rs 160 cr (YoY)

⭕️Margin at 13.5% Vs 19.6% (YoY)"
330,2022-11-10,"#Cabinet allows 14 #urea plants additional time till March 31, 2023, to comply with new #energy norms, sources tells"
331,2022-11-10,"Mazagon Dock Ship reports Q2 earnings.
 
⭕️Net profit up 55.4% at Rs 195 cr Vs Rs 125.5 cr (YoY)

⭕️Revenue up 8.4% at Rs 1,702.4 cr Vs Rs 1,570 cr (YoY)

⭕️EBITDA up 38.3% at Rs 118 cr Vs Rs 85.1 cr (YoY)

⭕️Margin at 6.9% Vs 5.4% (YoY)"
332,2022-11-10,"Power Finance Corporation (PFC) reports Q2 earnings

▶️ Net profit up 8.7% at ₹2,999 cr vs ₹2,759 cr (YoY)

▶️ NII up 9% at ₹3,849 cr vs ₹3,530 cr (YoY)"
333,2022-11-10,"BASF reports Q2 earnings.

⭕️Net profit down 17.6% at Rs 113.1 cr Vs Rs 137.3 cr (YoY)

⭕️Revenue up 5.2% at Rs 3,582 cr Vs Rs 3,406 cr (YoY)

⭕️EBITDA down 18.1% at Rs 187.7 cr Vs Rs 229.2 cr (YoY)

⭕️Margin at 5.2% Vs 6.7% (YoY)"
334,2022-11-10,"VRL Logistics reports Q2 earnings.

⭕️Net profit down 36.6% at Rs 31.4 cr Vs Rs 49.5 cr (YoY)

⭕️Revenue up 14.8% at Rs 730.8 cr Vs Rs 636.7 cr (YoY)

⭕️EBITDA down 13.0% at Rs 99.3 cr Vs Rs 114.1 cr (YoY)

⭕️Margin at 13.6% Vs 18% (YoY)"
335,2022-11-10,"Aurobindo Pharma in focus

P Sarath Chandra Reddy, who was arrested by ED today, is no way involved with operations of company"
336,2022-11-10,"Oil India Q2         

▶️Net Profit down 32.4%  at ₹1,896.2 Cr Vs ₹2,805.2 Cr (QoQ)
▶️Revenue down 22.7%  at ₹8,258.7 Cr Vs ₹10,681.4 Cr (QoQ)
▶️EBITDA down 44.7% at ₹2,703.2 Cr Vs 4,890.2 Cr (QoQ)
▶️Margin At 32.7% Vs 45.8% (QoQ)"
337,2022-11-10,"Page Ind Q2

▶️Net Profit up 1.0% at ₹162.1 Cr Vs ₹160.5 Cr (YoY)
▶️Revenue up 15.8% at ₹1,255 Cr Vs ₹1,084 Cr (YoY)
▶️EBITDA up 1.9% at ₹237.9 Cr Vs ₹233.4 Cr (YoY)
▶️Margin at 19% Vs 21.5% (YoY)"
338,2022-11-10,"Kolte-Patil Developers reports Q2 earnings 

▶️ Loss at ₹8.8 cr vs profit of ₹17.7 cr (YoY)

▶️ Revenue down 59.4% at ₹123.3 cr vs ₹303.8 cr (YoY)"
339,2022-11-10,"Samvardhana Motherson reports Q2 earnings.
      
⭕️Cons net profit up 13.4% at Rs 246 cr Vs Rs 217 cr (YoY)

⭕️Cons revenue up 30% at Rs 18,261 cr Vs Rs 14,077 cr (YoY)

⭕️Cons EBITDA up 48.7% at Rs 1,403 cr Vs Rs 943 cr (YoY)

⭕️Margin at 7.7% Vs 6.7% (YoY)"
340,2022-11-10,"Surya Roshni reports Q2 earnings.

⭕️Profit up 53.5% at Rs 68 cr Vs Rs 44.3 cr (YoY) 

⭕️Revenue up 2% at Rs 1,984.2 cr Vs Rs 1,945.7 cr (YoY)

⭕️EBIDTA up 28% at Rs 129.2 cr Vs Rs 100.9 cr (YoY) 

⭕️Margin at 6.51% Vs 5.19% (YoY)"
341,2022-11-10,"Navkar Corp reports Q2 earnings 

▶️ Profit up 99.1% at ₹23.1 cr vs ₹11.6 cr (YoY)

▶️ Revenue up 1.9% at ₹218.9 cr vs ₹214.8 cr (YoY)

▶️ EBIDTAup 15.3% at ₹54.3 cr vs ₹47.1 cr (YoY)

▶️ Margin at 24.81% vs 21.93% (YoY"
342,2022-11-10,"Muthoot Finance Q2 | #2QWithCNBCTV18 

Net profit down 12.8% at Rs 867.2 cr Vs Rs 994 cr (YoY)

NII down 13.8% at Rs 1595 cr Vs Rs 1851 cr (YoY"
343,2022-11-10,"England beat India by 10 wickets, make it to the finals"
344,2022-11-10,"US #CPI | Dow futures surge more than 600 points after October #inflation report is lighter than expected

Futures connected to the Dow Jones Industrial Average rose 28 points, or 0.1%. S&P 500 futures added 0.1%, while Nasdaq 100 futures gained 0.2%."
345,2022-11-10,"October Mutual Fund Data | #SIP inflows at Rs 13,040 cr Vs Rs 12,976 cr (MoM)"
346,2022-11-10,October Mutual Fund Data | Total Assets Under Management (AUM) at Rs 39.5 lk cr Vs Rs 38.42 lk cr (MoM)
347,2022-11-10,"Berger Paints reports Q2 earnings.

🎨Net profit up 0.2% at Rs 219.4 cr Vs Rs 218.9 cr (YoY)

🎨Revenue up 20% at Rs 2,670.9 cr Vs Rs 2,225 cr (YoY)

🎨EBITDA up 2.8% at Rs 364 cr Vs Rs 354 cr (YoY)

🎨Margin at 13.6% Vs 15.9% (YoY)"
348,2022-11-10,Russia pulls out troops from the crucial city of Kherson
349,2022-11-10,Adani Power to sell entire stake in Arm Support Properties to Adaniconnex
350,2022-11-10,"Trent reports Q2 earnings.

⭕️Net profit down 1.4% at Rs 78.9 cr Vs Rs 80 cr (YoY)

⭕️Revenue up 65.8% at Rs 1,952.7 cr Vs Rs 1,178 cr (YoY)

⭕️EBITDA up 22% at Rs 255.8 cr Vs Rs 209.7 cr (YoY)

⭕️Margin at 13.1% Vs 17.8% (YoY)"
351,2022-11-10,"Suzlon Energy reports Q2 earnings.

⭕️Net profit at Rs 57.4 cr Vs loss of Rs 10.6 cr (YoY)

⭕️Revenue up 6.1% at Rs 1,437.8 cr Vs Rs 1,355.6 cr (YoY)"
352,2022-11-10,"Orient Paper & Industries reports Q2 earnings.

⭕️Net profit of Rs 7.6 cr Vs loss of Rs 11.7 cr (YoY)

⭕️Revenue up 57.8% at Rs 220.1 cr Vs Rs 139.5 cr (YoY)

⭕️EBITDA at Rs 14.8 cr Vs loss of Rs 13.5 cr (YoY)"
353,2022-11-10,"Balaji Group Q2 | #2QWithCNBCTV18

🎬Net loss of Rs 18.6 cr Vs loss of Rs 39.4 cr (YoY)

🎬Revenue of Rs 164.2 cr Vs Rs 76.7 cr (YoY)

🎬EBITDA loss of Rs 14.8 cr Vs Rs 38.5 cr loss (YoY"
354,2022-11-10,"Zomato Q2 (Consolidated)

🍲Loss of Rs 251 cr vs loss of Rs 430 cr YoY

🍲Revenue at Rs 1,661 cr vs Rs 1,024 cr YoY

🍲EBITDA loss of Rs 311 cr vs EBITDA loss of Rs 536 cr YoY"
355,2022-11-10,"#Zomato shareholder letter 

Q2FY23 includes ~50 days of Blinkit financials 

Adjusted Rev ex-Blinkit grew by 9% QoQ and 38% YoY to Rs 1965 cr

Food delivery Adjusted EBITDA breaks even in Q2FY23

Aim to get food delivery Adjusted EBITDA to ~4-5% of GOV in medium term"
356,2022-11-10,"Kalpataru Power Q2 (YoY) | #2QWthCNBCTV18 

Net profit up 18.1% at Rs 98 cr vs Rs 83 cr 

Revenue up 7% at Rs 3798 cr vs Rs 3549 cr

EBITDA up 32.7% at Rs 349 cr vs Rs 263 cr 

Margin at 9.2% vs 7.4%"
357,2022-11-10,"India Hotels reports Q2 earnings.

🏨Net profit of Rs 121.6 cr Vs loss of Rs 120.6 cr (YoY)

🏨Revenue up 69.2% at Rs 1,232.6 cr Vs Rs 728.4 cr (YoY)

🏨EBITDA at Rs 294 cr Vs Rs 72.8 cr (YoY)

🏨Margin at 23.9% Vs 10% (YoY)"
358,2022-11-10,"USA #CPI numbers for October came out at 7.7%

Market consensus was 8%
September CPI was 8.2%"
359,2022-11-10,"CONCOR reports #Q2 earnings. 

▶️Net profit up 14.7% at ₹302.8 cr vs ₹264 cr (YoY)

▶️Revenue up 8% at ₹1,970.7 cr vs 1,823.9 cr (YoY)

▶️EBITDA up 16.9% at ₹498.7 cr vs ₹426.5 cr (YoY)

▶️EBITDA margin 25.3% vs 23.4% (YoY)"
360,2022-11-10,"Context:-

#FutureRetail (FRL) has received claims of Rs 21,433 cr from financial creditors, Rs 2,464 cr from op creditors, Rs 55 cr from workmen/ employees

FRL was admitted into bankruptcy court in July following a plea filed by Bank of India"
361,2022-11-10,"Adani Green reports Q2 earnings.

⭕️Net profit up 49% at Rs 149 cr Vs Rs 100 cr (YoY)

⭕️Revenue up 19.5% at Rs 1,686 cr Vs Rs 1,411 cr (YoY)

⭕️EBITDA up 9% at Rs 966 cr Vs Rs 886 cr (YoY)

⭕️Margin at 57.3% Vs 62.8% (YoY)"
362,2022-11-10,"Shree Renuka Sugars reports Q2 earnings.

⭕️Net loss of Rs 141.6 cr Vs loss of Rs 97.8 cr (YoY)

⭕️Revenue up 58.7% at Rs 2,187.6 cr Vs Rs 1,378.1 cr (YoY)"
363,2022-11-10,"Supriya Lifescience reports Q2 earnings.
 
➡️Net profit down 71% at Rs 16.9 cr Vs Rs 58.2 cr (YoY)

➡️Revenue down 25.3% at Rs 112.2 cr Vs Rs 150.2 cr (YoY)

➡️EBIDTA down 46.4% at Rs 51.6 cr Vs Rs 96.2 cr (YoY)

➡️Margin at 46% Vs 64.1%(YoY)"
364,2022-11-11,Six stocks have been added to MSCI India Standard Index Review while there’s no deletion
365,2022-11-11,"We have been concerned about the security of our supply chains and we would like to deepen the economic integration between India and US. Ties between our nations have been strong & will deepen over time, said @SecYellen @Microsoft HQ in Noida"
366,2022-11-11,DCX Systems lists at ₹287/sh on NSE vs issue price of ₹207/sh
367,2022-11-11,"Crude rises, #Brent nears $95/bbl as #China eases #COVID curbs"
368,2022-11-11,Zydus Life reports a sharp rise in debt. It's now at ₹539 cr Vs cash of ₹63.2 cr as of March 2022
369,2022-11-11,"Zydus Life reports #Q2 earnings. 

▶️India business sales down 7.1% QoQ & up 6.1% YoY

▶️US sales up 9.6% QoQ & up 15.9% YoY

▶️Europe sales down 11.9% QoQ & down 11.5% YoY"
370,2022-11-11,"Vedant Fashions reports #Q2 earnings. 

▶️Profit up 29.7% at ₹69 cr vs ₹53.2 cr (YoY)

▶️Revenue up 23.6% at ₹246.9 cr vs ₹200 cr (YoY)

▶️EBITDA up 26.6% at ₹115.3 cr vs ₹91.1 cr (YoY)

▶️Margin at 46.7% vs 45.6% (YoY)"
371,2022-11-11,"FACT reports Q2 earnings.

⭕️Net profit at Rs 144.6 cr Vs Rs 36.4 cr (YoY)

⭕️Revenue at Rs 1,935 cr Vs Rs 781.6 cr (YoY)

⭕️EBITDA at Rs 236.5 cr Vs Rs 104.5 cr (YoY)

⭕️Margin at 12.2% Vs 13.4% (YoY)"
372,2022-11-11,"Kirloskar Ind reports Q2 earnings.

➡️Net profit down 9.2% at Rs 69 cr Vs Rs 76 cr (YoY)

➡️Revenue up 81.4% at Rs 1,787.1 cr Vs Rs 985.2 cr (YoY)

➡️EBITDA up 8% at Rs 224.4 cr Vs Rs 207.7 cr (YoY)

➡️Margin at 12.6% Vs  21% (YoY)"
373,2022-11-11,"TV TODAY Q2 : Cons NET PROFIT AT 19.7 CR V 46.9 CR (YOY)

REVENUE AT 210 CR V 226 CR (YOY("
374,2022-11-11,"Medplus reports #Q2 earnings. 
       
▶️Net profit down 68% at  ₹6.5 cr vs ₹20.3 cr (YoY)
    
▶️Revenue up 21.1% at  ₹1,120.6 cr vs ₹924.7 cr (YoY)
   
▶️EBITDA down 3.9% at  ₹59.6 cr vs ₹62 cr (YoY)
    
▶️Margin at 5.3% vs 6.7% (YoY)"
375,2022-11-11,"Posiitve development for Vedanta 
SC asks Centre to rethink of addl 10% levy as Vedanta proposes doubling of prodn from Barmer, if Centre withdraws addl 10% levy"
376,2022-11-11,"Graphite India reports Q2 earnings.
            
⭕️Net profit down 28.1% at Rs 92 cr Vs Rs 128 cr (YoY)    

⭕️Revenue up 19.2% at Rs 825 cr Vs Rs 692 cr (YoY)    

⭕️EBITDA down 6.4% at Rs 102 cr Vs Rs 109 cr (YoY)    

⭕️Margin at 12.4% Vs 15.7% (YoY)"
377,2022-11-11,"Ipca Labs reports #Q2 earnings.

▶️Net profit down 42.5% at ₹143.9 cr vs ₹250.2 cr (YoY)

▶️Revenue up 3.7% at ₹1,601 cr vs ₹1,544.4 cr (YoY)

▶️EBITDA down 29.1% at ₹260.6 cr vs ₹367.4 cr (YoY)

▶️Margin at 16.3% vs 23.8% (YoY)"
378,2022-11-11,"TV Today reports Q2 earnings.

⭕️Net profit down 58.1% at Rs 19.7 cr Vs Rs 47 cr (YoY)

⭕️Revenue down 6.4% at Rs 211.6 cr Vs Rs 226 cr (YoY)

⭕️EBITDA down 55.3% at Rs 26.6 cr Vs Rs 59.5 cr (YoY)

⭕️Margin at 12.6% Vs  26.3% (YoY)"
379,2022-11-11,"Alembic Pharma reports #Q2 earnings 

▶️ Net #profit down 18.7% at ₹133.3 cr vs ₹164 cr (YoY)

▶️ #Revenue up 14.1 % at ₹1,475 cr vs ₹1,292.3 cr (YoY)

▶️ #EBITDA down 2.4% at ₹232.7 cr vs ₹238.5 cr (YoY)

▶️ #Margin at 15.8% vs 18.5% (YoY)"
380,2022-11-11,"BF Utilities reports #Q2 earnings 

▶️ Net #profit at ₹27 cr vs ₹9.3 cr (YoY)

▶️ #Revenue up 40.95 at ₹160.6 cr vs ₹114 cr (YoY)

▶️ #EBITDA up 40.7% at ₹111.3 cr vs ₹79.1 cr (YoY)

▶️ #Margin at 69.3% vs 69.4% (YoY)"
381,2022-11-11,"Exide reports #Q2 earnings. 
              
▶️Net profit up 24.1% at ₹241.1 cr vs ₹194.2 cr (YoY)
    
▶️Revenue up 13.3% at ₹3,841 cr vs ₹3,389.4 cr (YoY)
   
▶️EBITDA up 1.9% at ₹431.8 cr vs ₹423.9 cr (YoY)
    
▶️Margin at 11.2% vs 12.5% (YoY)"
382,2022-11-11,"Hindustan Aeronautics reports #Q2 earnings 

▶️ Net Profit up 44.2 % at ₹1,221.2 cr vs ₹846.8 cr (YoY)

▶️ Revenue down 7.3% at ₹5144.8 cr vs ₹5,552 cr (YoY)

▶️ EBITDA up 30.8% at ₹1,622.1 cr vs ₹1,240.5 cr (YoY)

▶️ Margin at 31.5% vs 22.3% (YoY)"
383,2022-11-11,"KRBL reports Q2 earnings.
 
⭕️Net profit up 56.5% at Rs 213.1 cr Vs Rs 136.2 cr (YoY)

⭕️Revenue up 25.2% at Rs 1,319.2 cr Vs Rs 1,053.7 cr (YoY)

⭕️EBITDA up 43.6% at Rs 284.7 cr Vs Rs 198.2 cr (YoY)

⭕️Margin at 21.6% Vs 18.8% (YoY)"
384,2022-11-11,"#IDFC reports #Q2 earnings 

▶️ Net #profit up 26.7% at ₹331.8 cr vs ₹261.9 cr (YoY) 

▶️ #Revenue up 70.3% at ₹49.4 cr vs ₹29 cr (YoY)"
385,2022-11-11,"Supriya Life reports #Q2 earnings 

▶️ Net #profit down 71.1% at ₹16.8 cr vs ₹58.2 cr (YoY)

▶️ #Revenue down 25.4% at ₹112.1 cr vs ₹150.2 cr (YoY)

▶️ #EBITDA down 64.4% at ₹28.4 cr vs ₹79.7 cr (YoY)

▶️ EBITDA #margin at 25.3% vs 53.1% (YoY)"
386,2022-11-11,"Jet Airways reports Q2 earnings.

✈️Standalone net loss at Rs 308.2 cr Vs Rs 60.8 cr (YoY)

✈️Standalone revenue Rs 12.4 cr Vs Rs 41 cr (YoY)

✈️EBITDA loss at Rs 267.9 cr Vs loss of Rs 18.8 cr (YoY)"
387,2022-11-11,"Emami reports Q2 earnings 

▶️ Net profit down 2.7% at ₹180.1 cr vs ₹185.2 cr (YoY)

▶️ Revenue up 3.4 % at ₹813.7 cr vs ₹787.1 cr (YoY)

▶️ EBITDA down 29.5% at ₹195.4 cr vs ₹277.2 cr (YoY)

▶️ Margin at 24% vs 35.2% (YoY)"
388,2022-11-11,"Lumax reports Q2 earnings.

⭕️Net profit at Rs 33 cr Vs Rs 15.3 cr (YoY)

⭕️Revenue up 37 % at  Rs 620 cr Vs Rs 452.6 cr (YoY)

⭕️EBITDA up 61% at  Rs 59.4 cr Vs Rs 37 cr (YoY)

⭕️Margin at 9.6% Vs  8.1% (YoY)"
389,2022-11-11,"Electronics Mart reports Q2 earnings.  

⭕️Net profit down 4.7% at Rs 24.1 cr Vs Rs 25.3 cr (YoY)

⭕️Revenue up 32% at Rs 1,228 cr Vs Rs 930.2 cr (YoY)

⭕️EBITDA up 8.1% at Rs 75.4 cr Vs Rs 69.7 cr (YoY)

⭕️Margin at 6.1% Vs 7.5% (YoY)"
390,2022-11-11,"Adani Power reports #Q2 earnings 

▶️ Net profit ₹695.5 cr vs loss ₹230.6 cr (YoY)

▶️ Revenue up 36% at ₹7,044 cr vs ₹5,184 cr (YoY)

▶️ EBITDA down 18.5% at ₹948 cr vs ₹1,163 cr (YoY)

▶️ Margin at 13.4% vs 22.4% (YoY)"
391,2022-11-11,"SML Isuzu reports Q2 earnings 

▶️ Revenue up 76.4% at ₹410.4 cr vs ₹232.6 cr (YoY)

▶️ Net loss ₹9.2 cr vs loss of ₹29.1 cr (YoY)"
392,2022-11-11,"Twitter Blue subscription starts rolling out in India: Reports

➡️Twitter Blue subscription likely to cost Rs 719 per month (or about $8.88): Reports

➡️Few users received prompts for Twitter Blue in India: Reports"
393,2022-11-11,"Inox Green Raises ₹333 Cr Fm Anchor Investors 

Anchor Book Includes:
▪️Some Marquee Intl Investors
▪️Several Long-only ESG, Green Energy Funds 

Total Of 27 Anchor Investors Allotted Shrs

#InoxGreen #IPO Sees Strong Positive Response Fm Foreign Investors"
394,2022-11-11,"Tourism Finance reports Q2 earnings.

⭕️Net profit down 8.8% at Rs 19.7 cr Vs Rs 21.6 cr (YoY)

⭕️Revenue down 12.3% at Rs 57.6 cr Vs Rs 65.7 cr (YoY)"
395,2022-11-11,Sensex & Nifty end at 13-month highs & Nifty Bank at a record high
396,2022-11-11,"Tech Mahindra, HCL, TCS, Wipro amongst top Nifty gainers 

Info Edge, Firstsource, Coforge, Mindtree, Mphasis are Top midcap gainers

Metals stocks rise as Dollar index falls, JSPL up 5%, Hindalco gains 4%"
397,2022-11-11,"AstraZeneca Pharma reports Q2 earnings.

➡️Net profit at Rs 32.6 cr Vs Rs 11.9 cr (YoY)

➡️Revenue up 19.4% at Rs 236.1 cr Vs Rs 197.7 cr (YoY)

➡️EBITDA at Rs 40.7 cr Vs Rs 17.9 cr (YoY)

➡️Margin at 17.2% Vs 9.1% (YoY)"
398,2022-11-11,"The following entities have submitted their expression of interest to submit a resolution plan as prospective resolution applicants for Future Retail 

Reliance Retail among applicants"
399,2022-11-11,"GlaxoSmithKline Pharmaceuticals reports Q2 earnings.

⭕️Net profit down 5.3% at Rs 193.4 cr Vs Rs 204.2 cr (YoY)

⭕️Revenue down 1.8% at Rs 916.9 cr Vs Rs 934.1 cr (YoY)

⭕️EBITDA up 0.3% at Rs 256.9 cr Vs Rs 256.1 cr (YoY)

⭕️Margin at 28% Vs 27.4% (YoY)"
400,2022-11-11,"Info Edge reports Q2 earnings.

⭕️Profit down 42.4% at Rs 103 cr Vs Rs 178.9 cr (QoQ)

⭕️Revenue up 10.4% at Rs 604.1 cr Vs Rs 547.3 cr (QoQ) 

⭕️EBIT up 6.8% at Rs 81.2 cr Vs Rs 76 cr (QoQ)

⭕️Margin at 13.4% Vs 13.9% (QoQ)"
401,2022-11-11,"Aether Industries reports Q2 earnings.

➡️Net profit up 8.4% at Rs 27.2 cr Vs Rs 25.1 cr (YoY)

➡️Revenue down 0.8% at Rs 140.1 cr Vs Rs 141.2 cr (YoY)

➡️EBITDA up 0.2% at Rs 136.5 cr Vs Rs 135.6 cr (YoY)

➡️Margin at 97.4% Vs 96% (YoY)"
402,2022-11-11,"Sun TV Q2 (Cons, YoY) | #2QWithCNBCTV18 

🌞Net profit up 3% at Rs 407.4 cr Vs Rs 395.6 cr 

🌞Revenue down 2.7% at Rs 825.7 cr Vs Rs 848.7 cr

🌞EBITDA up 1.7% at Rs 537.5 cr Vs Rs 528.6 cr

🌞EBITDA margin at 65.1% Vs 62.3%"
403,2022-11-11,"Astral reports Q2 earnings.

⭕️Net profit at Rs 70.4 cr Vs Rs 14.1 cr (YoY)

⭕️Revenue down 2.4% at Rs 1,171.6 cr Vs Rs 1,199.9 cr (YoY)

⭕️EBITDA down 35.6% at Rs 144 cr vs Rs 223.7 cr (YoY)

⭕️Margin at 12.3% Vs 18.6% (YoY)"
404,2022-11-11,"Shilpa Medicare reports Q2 earnings.

➡️Net loss of Rs 18.7 cr Vs profit of Rs 20 cr (YoY)

➡️Revenue down 11% at Rs 262.9 cr Vs Rs 295.3 cr (YoY)

➡️EBITDA down 11.1% at Rs 12.2 cr Vs Rs 53.2 cr (YoY)

➡️Margin at 4.6% Vs 18% (YoY)"
405,2022-11-11,"Thyrocare reports Q2 earnings.

⭕️Net profit down 80.2% at Rs 15.4 cr Vs Rs 77.7 cr (YoY)

⭕️Revenue down 23.4% at Rs 135 cr Vs Rs 176.2 cr (YoY)"
406,2022-11-11,"V-Mart reports Q2 earnings.

➡️Loss of Rs 11.3 cr Vs loss of Rs 14.1 cr (YoY)

➡️Revenue up 49.8% at Rs 506.2 cr Vs Rs 338 cr (YoY)

➡️EBIDTA at Rs 53.7 cr Vs Rs 20.6 cr (YoY) 

➡️Margin at 10.6% Vs 6.1% (YoY)"
407,2022-11-11,"Mahanagar Gas reports Q2 earnings.

⭕️Net profit down 11.5% at Rs 164 cr Vs Rs 185.2 cr (QoQ)

⭕️Revenue up 7.4% at Rs 1,562.7 cr Vs Rs 1,454.8 cr (QoQ)

⭕️EBITDA down 11.5% at Rs 252.8 cr Vs Rs 285.6 cr (QoQ)

⭕️Margin at 16.2% Vs 19.6% (QoQ)"
408,2022-11-11,"Fortis Healthcare reports Q2 earnings.

➡️Net profit up 67.1% at Rs 218.2 cr Vs Rs 130.6 cr (YoY)

➡️Revenue up 9.9% at Rs 1,607.2 cr Vs Rs 1,462.5 cr (YoY)

➡️EBITDA up 6.5% at Rs 302.9 cr vs Rs 284.3 cr (YoY)

➡️Margin at 18.8% Vs 19.4% (YoY)"
409,2022-11-11,"The #Hinduja brothers agree to halt reams of litigation across Europe, for now: Bloomberg"
410,2022-11-11,"Bikaji allotment out,check now 👇
https://linkintime.co.in/ipo/public-issues.html"
411,2022-11-11,"NDTV announces open offer for stake sale to VCPL, #Adani Media Networks and Adani Enterprises"
412,2022-11-11,#Twitter pauses paid #verifications after users abuse service to impersonate brands and people
413,2022-11-11,Food Ministry: #Global prices of different #edibleoils fell by $200-$300 per tonne in the last 2 months
414,2022-11-11,US Treasury removes India from its #Currency Monitoring list
415,2022-11-11,"EID Parry Q2 (Cons, YoY)

🍬Net profit up 20% at Rs 565 cr Vs Rs 470.4

🍬Revenue up 62.3% at Rs 11,327.6 cr Vs Rs 6,978 cr

🍬EBITDA up 27.3% at Rs 949.6 cr Vs Rs 746 cr

🍬EBITDA margin at 8.4% Vs 10.7%"
416,2022-11-11,"P&G Health reports Q2 earnings.

⭕️Net profit up 15% at Rs 63.7 cr Vs Rs 55.4 cr (YoY)

⭕️Revenue up 9.1% at Rs 297.6 cr Vs Rs 272.8 cr (YoY)

⭕️EBITDA up 16.3% at Rs 90.8 cr Vs Rs 78.1 cr (YoY)

⭕️Margin at 30.5% Vs 28.6% (YoY)"
417,2022-11-11,"Gufic Bio reports Q2 earnings.

➡️Net profit down 13.4% at Rs 20.2 cr Vs Rs 23.3 cr (YoY)

➡️Revenue down 9.9% at Rs 174.8 cr Vs Rs 194.1 cr (YoY)

➡️EBITDA down 1.8% at Rs 63.8 cr Vs Rs 65 cr (YoY)

➡️Margin at 36.5% Vs 33.5% (YoY)"
418,2022-11-11,"Gujarat Ambuja Exports reports Q2 earnings.

➡️Net profit down 37.9% at Rs 64.1 cr Vs Rs 103.2 cr (YoY)

➡️Revenue down 6.4% at Rs 1,077.8 cr Vs Rs 1,151.8 cr (YoY)

➡️EBITDA down 35.9% at Rs 93.6 cr Vs Rs 146.2 cr (YoY)

➡️Margin at 8.7% Vs 12.7% (YoY)"
419,2022-11-11,"Indiabulls Real Estate reports Q2 earnings.

⭕️Net profit at Rs 56.5 cr Vs Rs 5.5 cr (YoY)

⭕️Revenue down 44.4% at Rs 194.1 cr Vs Rs 349.3 cr (YoY)

⭕️EBITDA at Rs 91 cr Vs Rs 22.4 cr (YoY)

⭕️Margin at 46.9% Vs 6.4% (YoY)"
420,2022-11-11,"LIC Q2 | #2QWithCNBCTV18

Net premium up 27% at `1.32 lk cr vs `1.04 lk cr (YoY)

First year premium up 11% at Rs 9,125 Cr 

Renewal premium up 2% at Rs 56,156 Cr 

Single premium up 62% at Rs 66,901 Cr"
421,2022-11-11,"LIC Q2 | #2QWithCNBCTV18

Net profit at Rs 15,952 cr Vs Rs 1,434 cr (YoY)

Solvency ratio at 1.88X Vs 1.83X (YoY"
422,2022-11-12,$1 billion of client funds missing at bankrupt crypto firm FTX: Report
423,2022-11-12,"India can buy as much Russian oil as it wants, outside price cap: US official"
424,2022-11-12,Adani Group to launch open offer for NDTV on 22 November
425,2022-11-12,"LIC Q2 results: PAT rises multi-fold to ₹15,952 cr, net premium income up 27%"
426,2022-11-12,"Godrej Properties declared the highest bidder for two adjacent land parcels in Noida for a total bid value of Rs 377 cr. The land will have an estimated developable potential of approximately 3.2 msf

Co will develop residential group housing on the land parcels in Noida"
427,2022-11-12,"Mark #Kelly wins #Arizona Senate race, bringing #Democrats one seat away from the majority, NBC News projects

#USMidtermElections"
428,2022-11-12,"Teva and Natco have been named defendants in an antitrust lawsuit in the US by Walgreens Co regarding Lenalidomide (Revlimid)

 Natco believes this matter is without merit"
429,2022-11-12,"Godfrey Phillips Q2

▶️Net Profit up 92.3 % at Rs 201.8 Cr vs Rs 104.9 Cr (YoY)
▶️Revenue up  54.2% at Rs 1,191.6 Cr vs Rs 772.7 Cr (YoY)
▶️EBITDA up 63.4% at Rs 240.7 Cr vs Rs 147.3 Cr (YoY)
▶️Margin at 20.2% vs 19% (YoY)"
